code;name
28.13;Fabrication d'autres pompes et compresseurs
28.13Z;Fabrication d'autres pompes et compresseurs
28.14;Fabrication d'autres articles de robinetterie
28.14Z;Fabrication d'autres articles de robinetterie
28.15;Fabrication d'engrenages et d'organes mécaniques de transmission
28.15Z;Fabrication d'engrenages et d'organes mécaniques de transmission
28.2;Fabrication d'autres machines d'usage général
28.21;Fabrication de fours et brûleurs
28.21Z;Fabrication de fours et brûleurs
28.22;Fabrication de matériel de levage et de manutention
28.22Z;Fabrication de matériel de levage et de manutention
28.23;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)
28.23Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)
28.24;Fabrication d'outillage portatif à moteur incorporé
28.24Z;Fabrication d'outillage portatif à moteur incorporé
28.25;Fabrication d'équipements aérauliques et frigorifiques industriels
28.25Z;Fabrication d'équipements aérauliques et frigorifiques industriels
28.29;Fabrication de machines diverses d'usage général
28.29A;Fabrication d'équipements d'emballage, de conditionnement et de pesage
28.29B;Fabrication d'autres machines d'usage général
28.3;Fabrication de machines agricoles et forestières
28.3;Fabrication de machines agricoles et forestières
28.30Z;Fabrication de machines agricoles et forestières
28.4;Fabrication de machines de formage des métaux et de machines-outils
28.41;Fabrication de machines de formage des métaux
28.41Z;Fabrication de machines-outils pour le travail des métaux
28.49;Fabrication d'autres machines-outils
28.49Z;Fabrication d'autres machines-outils
28.9;Fabrication d'autres machines d'usage spécifique
28.91;Fabrication de machines pour la métallurgie
28.91Z;Fabrication de machines pour la métallurgie
28.92;Fabrication de machines pour l'extraction ou la construction
28.92Z;Fabrication de machines pour l'extraction ou la construction
28.93;Fabrication de machines pour l'industrie agro-alimentaire
28.93Z;Fabrication de machines pour l'industrie agro-alimentaire
28.94;Fabrication de machines pour les industries textiles
28.94Z;Fabrication de machines pour les industries textiles
28.95;Fabrication de machines pour les industries du papier et du carton
28.95Z;Fabrication de machines pour les industries du papier et du carton
28.96;Fabrication de machines pour le travail du caoutchouc ou des plastiques
28.96Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques
28.99;Fabrication d'autres machines d'usage spécifique n.c.a.
28.99A;Fabrication de machines d'imprimerie
28.99B;Fabrication d'autres machines spécialisées
29;Industrie automobile
29.1;Construction de véhicules automobiles
29.1;Construction de véhicules automobiles
29.10Z;Construction de véhicules automobiles
29.2;Fabrication de carrosseries et remorques
29.2;Fabrication de carrosseries et remorques
29.20Z;Fabrication de carrosseries et remorques
29.3;Fabrication d'équipements automobiles
29.31;Fabrication d'équipements électriques et électroniques automobiles
29.31Z;Fabrication d'équipements électriques et électroniques automobiles
29.32;Fabrication d'autres équipements automobiles
29.32Z;Fabrication d'autres équipements automobiles
30;Fabrication d'autres matériels de transport
30.1;Construction navale
30.11;Construction de navires et de structures flottantes
30.11Z;Construction de navires et de structures flottantes
30.12;Construction de bateaux de plaisance
30.12Z;Construction de bateaux de plaisance
30.2;Construction de locomotives et d'autre matériel ferroviaire roulant
30.2;Construction de locomotives et d'autre matériel ferroviaire roulant
30.20Z;Construction de locomotives et d'autre matériel ferroviaire roulant
30.3;Construction aéronautique et spatiale
30.3;Construction aéronautique et spatiale
30.30Z;Construction aéronautique et spatiale
30.4;Construction de véhicules militaires de combat
30.4;Construction de véhicules militaires de combat
30.40Z;Construction de véhicules militaires de combat
30.9;Fabrication de matériels de transport n.c.a.
30.91;Fabrication de motocycles
30.91Z;Fabrication de motocycles
30.92;Fabrication de bicyclettes et de véhicules pour invalides
30.92Z;Fabrication de bicyclettes et de véhicules pour invalides
30.99;Fabrication d’autres équipements de transport n.c.a.
30.99Z;Fabrication d’autres équipements de transport n.c.a.
31;Fabrication de meubles
31;Fabrication de meubles
31.01;Fabrication de meubles de bureau et de magasin
31.01Z;Fabrication de meubles de bureau et de magasin
31.02;Fabrication de meubles de cuisine
31.02Z;Fabrication de meubles de cuisine
31.03;Fabrication de matelas
31.03Z;Fabrication de matelas
31.09;Fabrication d'autres meubles
31.09A;Fabrication de sièges d'ameublement d'intérieur
31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement
32;Autres industries manufacturières
32.1;Fabrication d’articles de joaillerie, bijouterie et articles similaires
32.11;Frappe de monnaie
32.11Z;Frappe de monnaie
32.12;Fabrication d’articles de joaillerie et bijouterie
32.12Z;Fabrication d’articles de joaillerie et bijouterie
32.13;Fabrication d’articles de bijouterie fantaisie et articles similaires
32.13Z;Fabrication d’articles de bijouterie fantaisie et articles similaires
32.2;Fabrication d'instruments de musique
32.2;Fabrication d'instruments de musique
32.20Z;Fabrication d'instruments de musique
32.3;Fabrication d'articles de sport
32.3;Fabrication d'articles de sport
32.30Z;Fabrication d'articles de sport
32.4;Fabrication de jeux et jouets
32.4;Fabrication de jeux et jouets
32.40Z;Fabrication de jeux et jouets
32.5;Fabrication d'instruments et de fournitures à usage médical et dentaire
32.5;Fabrication d'instruments et de fournitures à usage médical et dentaire
32.50A;Fabrication de matériel médico-chirurgical et dentaire
32.50B;Fabrication de lunettes
32.9;Activités manufacturières n.c.a.
32.91;Fabrication d’articles de brosserie
32.91Z;Fabrication d’articles de brosserie
32.99;Autres activités manufacturières n.c.a.
32.99Z;Autres activités manufacturières n.c.a.
33;Réparation et installation de machines et d'équipements
33.1;Réparation d'ouvrages en métaux, de machines et d'équipements
33.11;Réparation d'ouvrages en métaux
33.11Z;Réparation d'ouvrages en métaux
33.12;Réparation de machines et équipements mécaniques
33.12Z;Réparation de machines et équipements mécaniques
33.13;Réparation de matériels électroniques et optiques
33.13Z;Réparation de matériels électroniques et optiques
33.14;Réparation d'équipements électriques
33.14Z;Réparation d'équipements électriques
33.15;Réparation et maintenance navale
33.15Z;Réparation et maintenance navale
33.16;Réparation et maintenance d'aéronefs et d'engins spatiaux
33.16Z;Réparation et maintenance d'aéronefs et d'engins spatiaux
33.17;Réparation et maintenance d'autres équipements de transport
33.17Z;Réparation et maintenance d'autres équipements de transport
33.19;Réparation d'autres équipements
33.19Z;Réparation d'autres équipements
33.2;Installation de machines et d'équipements industriels
33.2;Installation de machines et d'équipements industriels
33.20A;Installation de structures métalliques, chaudronnées et de tuyauterie
33.20B;Installation de machines et équipements mécaniques
33.20C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels
33.20D;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels
SECTION D;PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ
35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
35.1;Production, transport et distribution d'électricité
35.11;Production d'électricité
35.11Z;Production d'électricité
35.12;Transport d'électricité
35.12Z;Transport d'électricité
35.13;Distribution d'électricité
35.13Z;Distribution d'électricité
35.14;Commerce d'électricité
35.14Z;Commerce d'électricité
35.2;Production et distribution de combustibles gazeux
35.21;Production de combustibles gazeux
35.21Z;Production de combustibles gazeux
35.22;Distribution de combustibles gazeux par conduites
35.22Z;Distribution de combustibles gazeux par conduites
35.23;Commerce de combustibles gazeux par conduites
35.23Z;Commerce de combustibles gazeux par conduites
35.3;Production et distribution de vapeur et d'air conditionné
35.3;Production et distribution de vapeur et d'air conditionné
35.30Z;Production et distribution de vapeur et d'air conditionné
SECTION E;"PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION"
36;Captage, traitement et distribution d'eau
36;Captage, traitement et distribution d'eau
36;Captage, traitement et distribution d'eau
36.00Z;Captage, traitement et distribution d'eau
37;Collecte et traitement des eaux usées
37;Collecte et traitement des eaux usées
37;Collecte et traitement des eaux usées
37.00Z;Collecte et traitement des eaux usées
38;"Collecte, traitement et élimination des déchets ; récupération"
38.1;Collecte des déchets
38.11;Collecte des déchets non dangereux
38.11Z;Collecte des déchets non dangereux
38.12;Collecte des déchets dangereux
38.12Z;Collecte des déchets dangereux
38.2;Traitement et élimination des déchets
38.21;Traitement et élimination des déchets non dangereux
38.21Z;Traitement et élimination des déchets non dangereux
38.22;Traitement et élimination des déchets dangereux
38.22Z;Traitement et élimination des déchets dangereux
38.3;Récupération
38.31;Démantèlement d'épaves
38.31Z;Démantèlement d'épaves
38.32;Récupération de déchets triés
38.32Z;Récupération de déchets triés
39;Dépollution et autres services de gestion des déchets
39;Dépollution et autres services de gestion des déchets
39;Dépollution et autres services de gestion des déchets
39.00Z;Dépollution et autres services de gestion des déchets
SECTION F;CONSTRUCTION
41;Construction de bâtiments
41.1;Promotion immobilière
41.1;Promotion immobilière
41.10A;Promotion immobilière de logements
41.10B;Promotion immobilière de bureaux
41.10C;Promotion immobilière d'autres bâtiments
41.10D;Supports juridiques de programmes
41.2;Construction de bâtiments résidentiels et non résidentiels
41.2;Construction de bâtiments résidentiels et non résidentiels
41.20A;Construction de maisons individuelles
41.20B;Construction d'autres bâtiments
42;Génie civil
42.1;Construction de routes et de voies ferrées
42.11;Construction de routes et autoroutes
42.11Z;Construction de routes et autoroutes
42.12;Construction de voies ferrées de surface et souterraines
42.12Z;Construction de voies ferrées de surface et souterraines
42.13;Construction de ponts et tunnels
42.13A;Construction d'ouvrages d'art
42.13B;Construction et entretien de tunnels
42.2;Construction de réseaux et de lignes
42.21;Construction de réseaux pour fluides
42.21Z;Construction de réseaux pour fluides
42.22;Construction de réseaux électriques et de télécommunications
42.22Z;Construction de réseaux électriques et de télécommunications
42.9;Construction d'autres ouvrages de génie civil
42.91;Construction d'ouvrages maritimes et fluviaux
42.91Z;Construction d'ouvrages maritimes et fluviaux
42.99;Construction d'autres ouvrages de génie civil n.c.a.
42.99Z;Construction d'autres ouvrages de génie civil n.c.a.
43;Travaux de construction spécialisés
43.1;Démolition et préparation des sites
43.11;Travaux de démolition
43.11Z;Travaux de démolition
43.12;Travaux de préparation des sites
43.12A;Travaux de terrassement courants et travaux préparatoires
43.12B;Travaux de terrassement spécialisés ou de grande masse
43.13;Forages et sondages
43.13Z;Forages et sondages
43.2;Travaux d'installation électrique, plomberie et autres travaux d'installation
43.21;Installation électrique
43.21A;Travaux d'installation électrique dans tous locaux
43.21B;Travaux d'installation électrique sur la voie publique
43.22;Travaux de plomberie et installation de chauffage et de conditionnement d'air
43.22A;Travaux d'installation d'eau et de gaz en tous locaux
43.22B;Travaux d'installation d'équipements thermiques et de climatisation
43.29;Autres travaux d'installation
43.29A;Travaux d'isolation
43.29B;Autres travaux d'installation n.c.a.
43.3;Travaux de finition
43.31;Travaux de plâtrerie
43.31Z;Travaux de plâtrerie
43.32;Travaux de menuiserie
43.32A;Travaux de menuiserie bois et PVC
43.32B;Travaux de menuiserie métallique et serrurerie
43.32C;Agencement de lieux de vente
43.33;Travaux de revêtement des sols et des murs
43.33Z;Travaux de revêtement des sols et des murs
43.34;Travaux de peinture et vitrerie
43.34Z;Travaux de peinture et vitrerie
43.39;Autres travaux de finition
43.39Z;Autres travaux de finition
43.9;Autres travaux de construction spécialisés
43.91;Travaux de couverture
43.91A;Travaux de charpente
43.91B;Travaux de couverture par éléments
43.99;Autres travaux de construction spécialisés n.c.a.
43.99A;Travaux d'étanchéification
43.99B;Travaux de montage de structures métalliques
43.99C;Travaux de maçonnerie générale et gros œuvre de bâtiment
43.99D;Autres travaux spécialisés de construction
43.99E;Location avec opérateur de matériel de construction
SECTION G;"COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
45;Commerce et réparation d'automobiles et de motocycles
45.1;Commerce de véhicules automobiles
45.11;Commerce de voitures et de véhicules automobiles légers
45.11Z;Commerce de voitures et de véhicules automobiles légers
45.19;Commerce d'autres véhicules automobiles
45.19Z;Commerce d'autres véhicules automobiles
45.2;Entretien et réparation de véhicules automobiles
45.2;Entretien et réparation de véhicules automobiles
45.20A;Entretien et réparation de véhicules automobiles légers
45.20B;Entretien et réparation d'autres véhicules automobiles
45.3;Commerce d'équipements automobiles
45.31;Commerce de gros d'équipements automobiles
45.31Z;Commerce de gros d'équipements automobiles
45.32;Commerce de détail d'équipements automobiles
45.32Z;Commerce de détail d'équipements automobiles
45.4;Commerce et réparation de motocycles
45.4;Commerce et réparation de motocycles
45.40Z;Commerce et réparation de motocycles
46;Commerce de gros, à l’exception des automobiles et des motocycles
46.1;Intermédiaires du commerce de gros
46.11;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis
46.11Z;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis
46.12;Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques
46.12A;Centrales d'achat de carburant
46.12B;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques
46.13;Intermédiaires du commerce en bois et matériaux de construction
46.13Z;Intermédiaires du commerce en bois et matériaux de construction
46.14;Intermédiaires du commerce en machines, équipements industriels, navires et avions
46.14Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions
46.15;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie
46.15Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie
46.16;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir
46.16Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir
46.17;Intermédiaires du commerce en denrées, boissons et tabac
46.17A;Centrales d'achat alimentaires
46.17B;Autres intermédiaires du commerce en denrées, boissons et tabac
46.18;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques
46.18Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques
46.19;Intermédiaires du commerce en produits divers
46.19A;Centrales d'achat non alimentaires
46.19B;Autres intermédiaires du commerce en produits divers
46.2;Commerce de gros de produits agricoles bruts et d'animaux vivants
46.21;Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail
46.21Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail
46.22;Commerce de gros de fleurs et plantes
46.22Z;Commerce de gros (commerce interentreprises) de fleurs et plantes
46.23;Commerce de gros d'animaux vivants
46.23Z;Commerce de gros (commerce interentreprises) d'animaux vivants
46.24;Commerce de gros de cuirs et peaux
46.24Z;Commerce de gros (commerce interentreprises) de cuirs et peaux
46.3;Commerce de gros de produits alimentaires, de boissons et de tabac
46.31;Commerce de gros de fruits et légumes
46.31Z;Commerce de gros (commerce interentreprises) de fruits et légumes
46.32;Commerce de gros de viandes et de produits à base de viande
46.32A;Commerce de gros (commerce interentreprises) de viandes de boucherie
46.32B;Commerce de gros (commerce interentreprises) de produits à base de viande
46.32C;Commerce de gros (commerce interentreprises) de volailles et gibier
46.33;Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles
46.33Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles
46.34;Commerce de gros de boissons
46.34Z;Commerce de gros (commerce interentreprises) de boissons
46.35;Commerce de gros de produits à base de tabac
46.35Z;Commerce de gros (commerce interentreprises) de produits à base de tabac
46.36;Commerce de gros de sucre, chocolat et confiserie
46.36Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie
46.37;Commerce de gros de café, thé, cacao et épices
46.37Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices
46.38;Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques
46.38A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques
46.38B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers
46.39;Commerce de gros non spécialisé de denrées, boissons et tabac
46.39A;Commerce de gros (commerce interentreprises) de produits surgelés
46.39B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé
46.4;Commerce de gros de biens domestiques
46.41;Commerce de gros de textiles
46.41Z;Commerce de gros (commerce interentreprises) de textiles
46.42;Commerce de gros d'habillement et de chaussures
46.42Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures
46.43;Commerce de gros d'appareils électroménagers
46.43Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers
46.44;Commerce de gros de vaisselle, verrerie et produits d'entretien
46.44Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien
46.45;Commerce de gros de parfumerie et de produits de beauté
46.45Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté
46.46;Commerce de gros de produits pharmaceutiques
46.46Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques
46.47;Commerce de gros de meubles, de tapis et d'appareils d'éclairage
46.47Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage
46.48;Commerce de gros d'articles d'horlogerie et de bijouterie
46.48Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie
46.49;Commerce de gros d'autres biens domestiques
46.49Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques
46.5;Commerce de gros d'équipements de l'information et de la communication
46.51;Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels
46.51Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels
46.52;Commerce de gros de composants et d'équipements électroniques et de télécommunication
46.52Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
46.6;Commerce de gros d'autres équipements industriels
46.61;Commerce de gros de matériel agricole
46.61Z;Commerce de gros (commerce interentreprises) de matériel agricole
46.62;Commerce de gros de machines-outils
46.62Z;Commerce de gros (commerce interentreprises) de machines-outils
46.63;Commerce de gros de machines pour l'extraction, la construction et le génie civil
46.63Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil
46.64;Commerce de gros de machines pour l'industrie textile et l'habillement
46.64Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement
46.65;Commerce de gros de mobilier de bureau
46.65Z;Commerce de gros (commerce interentreprises) de mobilier de bureau
46.66;Commerce de gros d'autres machines et équipements de bureau
46.66Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau
46.69;Commerce de gros d'autres machines et équipements
46.69A;Commerce de gros (commerce interentreprises) de matériel électrique
46.69B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
46.69C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services
46.7;Autres commerces de gros spécialisés
46.71;Commerce de gros de combustibles et de produits annexes
46.71Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes
46.72;Commerce de gros de minerais et métaux
46.72Z;Commerce de gros (commerce interentreprises) de minerais et métaux
46.73;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires
46.73A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
46.73B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration
46.74;Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage
46.74A;Commerce de gros (commerce interentreprises) de quincaillerie
46.74B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage
46.75;Commerce de gros de produits chimiques
46.75Z;Commerce de gros (commerce interentreprises) de produits chimiques
46.76;Commerce de gros d'autres produits intermédiaires
46.76Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires
46.77;Commerce de gros de déchets et débris
46.77Z;Commerce de gros (commerce interentreprises) de déchets et débris
46.9;Commerce de gros non spécialisé
46.9;Commerce de gros non spécialisé
46.90Z;Commerce de gros (commerce interentreprises) non spécialisé
47;Commerce de détail, à l’exception des automobiles et des motocycles
47.1;Commerce de détail en magasin non spécialisé
47.11;Commerce de détail en magasin non spécialisé à prédominance alimentaire
47.11A;Commerce de détail de produits surgelés
47.11B;Commerce d'alimentation générale
47.11C;Supérettes
47.11D;Supermarchés
47.11E;Magasins multi-commerces
47.11F;Hypermarchés
47.19;Autre commerce de détail en magasin non spécialisé
47.19A;Grands magasins
47.19B;Autres commerces de détail en magasin non spécialisé
47.2;Commerce de détail alimentaire en magasin spécialisé
47.21;Commerce de détail de fruits et légumes en magasin spécialisé
47.21Z;Commerce de détail de fruits et légumes en magasin spécialisé
47.22;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
47.22Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
47.23;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé
47.23Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé
47.24;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
47.24Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
47.25;Commerce de détail de boissons en magasin spécialisé
47.25Z;Commerce de détail de boissons en magasin spécialisé
47.26;Commerce de détail de produits à base de tabac en magasin spécialisé
47.26Z;Commerce de détail de produits à base de tabac en magasin spécialisé
47.29;Autres commerces de détail alimentaires en magasin spécialisé
47.29Z;Autres commerces de détail alimentaires en magasin spécialisé
47.3;Commerce de détail de carburants en magasin spécialisé
47.3;Commerce de détail de carburants en magasin spécialisé
47.30Z;Commerce de détail de carburants en magasin spécialisé
47.4;Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé
47.41;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
47.41Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
47.42;Commerce de détail de matériels de télécommunication en magasin spécialisé
47.42Z;Commerce de détail de matériels de télécommunication en magasin spécialisé
47.43;Commerce de détail de matériels audio/vidéo en magasin spécialisé
47.43Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé
47.5;Commerce de détail d'autres équipements du foyer en magasin spécialisé
47.51;Commerce de détail de textiles en magasin spécialisé
47.51Z;Commerce de détail de textiles en magasin spécialisé
47.52;Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé
47.52A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)
47.52B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)
47.53;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
47.53Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
47.54;Commerce de détail d'appareils électroménagers en magasin spécialisé
47.54Z;Commerce de détail d'appareils électroménagers en magasin spécialisé
47.59;Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé
47.59A;Commerce de détail de meubles
47.59B;Commerce de détail d'autres équipements du foyer
47.6;Commerce de détail de biens culturels et de loisirs en magasin spécialisé
47.61;Commerce de détail de livres en magasin spécialisé
47.61Z;Commerce de détail de livres en magasin spécialisé
47.62;Commerce de détail de journaux et papeterie en magasin spécialisé
47.62Z;Commerce de détail de journaux et papeterie en magasin spécialisé
47.63;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
47.63Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
47.64;Commerce de détail d'articles de sport en magasin spécialisé
47.64Z;Commerce de détail d'articles de sport en magasin spécialisé
47.65;Commerce de détail de jeux et jouets en magasin spécialisé
47.65Z;Commerce de détail de jeux et jouets en magasin spécialisé
47.7;Autres commerces de détail en magasin spécialisé
47.71;Commerce de détail d'habillement en magasin spécialisé
47.71Z;Commerce de détail d'habillement en magasin spécialisé
47.72;Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé
47.72A;Commerce de détail de la chaussure
47.72B;Commerce de détail de maroquinerie et d'articles de voyage
47.73;Commerce de détail de produits pharmaceutiques en magasin spécialisé
47.73Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé
47.74;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
47.74Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
47.75;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
47.75Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
47.76;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé
47.76Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé
47.77;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
47.77Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
47.78;Autre commerce de détail de biens neufs en magasin spécialisé
47.78A;Commerces de détail d'optique
47.78B;Commerces de détail de charbons et combustibles
47.78C;Autres commerces de détail spécialisés divers
47.79;Commerce de détail de biens d'occasion en magasin
47.79Z;Commerce de détail de biens d'occasion en magasin
47.8;Commerce de détail sur éventaires et marchés
47.81;Commerce de détail alimentaire sur éventaires et marchés
47.81Z;Commerce de détail alimentaire sur éventaires et marchés
47.82;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés
47.82Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés
47.89;Autres commerces de détail sur éventaires et marchés
47.89Z;Autres commerces de détail sur éventaires et marchés
47.9;Commerce de détail hors magasin, éventaires ou marchés
47.91;Vente à distance
47.91A;Vente à distance sur catalogue général
47.91B;Vente à distance sur catalogue spécialisé
47.99;Autres commerces de détail hors magasin, éventaires ou marchés
47.99A;Vente à domicile
47.99B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.
SECTION H;TRANSPORTS ET ENTREPOSAGE
49;Transports terrestres et transport par conduites
49.1;Transport ferroviaire interurbain de voyageurs
49.1;Transport ferroviaire interurbain de voyageurs
49.10Z;Transport ferroviaire interurbain de voyageurs
